name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority,total_enrollment
Valley City State University,No,368,344,212,5,27,863,189,4286,2570,600,2000,39,41,14.9,25,4958,40,8,North Dakota,39900,68600,56.0,3,0.5928882438316401,0.0087082728592162,0.0050798258345428,0.0312046444121915,0.0420899854862119,0.0014513788098693,0.8388969521044993,0.0268505079825834,0.0130624092888243,0.0326560232220609,0.1153846153846153,1378.0
Valparaiso University,Yes,2075,1727,520,49,81,2501,198,11800,3260,500,800,87,89,14.2,23,9681,95,8,Indiana,53300,98000,52.0,31,0.5134235633459063,0.0033281562014643,0.0193033059684934,0.0627912136676281,0.0729975593521189,0.0002218770800976,0.650099844686044,0.0201908142888839,0.0339471932549367,0.1371200355003328,0.1788329265586865,4507.0
Vanderbilt University,Yes,7791,4690,1499,71,92,5500,90,17865,6525,630,952,93,98,5.8,26,23850,83,1,Tennessee,65400,119100,48.0,23,0.535472174050134,0.0027589468705659,0.076146933627621,0.0734668138104997,0.0638499132902412,0.0009459246413369,0.6032634400126123,0.0359451363708024,0.0488727731357401,0.0947501182405801,0.2531136686110673,12686.0
Villanova University,Yes,7759,5588,1477,30,68,6362,1292,15925,6507,400,300,89,90,13.4,24,10458,96,7,Pennsylvania,65100,119500,41.0,23,0.5162552398695854,0.0011178388448998,0.0620400558919422,0.0540288775034932,0.0651141127154168,0.0008383791336748,0.7330228225430834,0.0194690265486725,0.0310200279459711,0.0333488588728458,0.2026082906380996,10735.0
Virginia Commonwealth University,No,4963,3497,1567,18,45,10262,5065,10217,4182,500,3630,81,87,8.7,11,11183,45,16,Virginia,49900,88200,52.0,18,0.5790650933609959,0.0027230290456431,0.1171875,0.155536825726141,0.0648988589211618,0.0016532676348547,0.5216869813278008,0.0415586099585062,0.0405536825726141,0.054201244813278,0.3835580912863071,30848.0
Virginia State University,No,2996,2440,704,2,30,3006,338,5587,4845,500,600,61,63,16.0,11,5733,31,24,Virginia,44900,81800,61.0,14,0.5964179104477612,0.0029850746268656,0.0045771144278606,0.8523383084577114,0.0197014925373134,0.0001990049751243,0.0292537313432835,0.0,0.0883582089552238,0.0025870646766169,0.8798009950248756,5025.0
Wabash College,Yes,800,623,256,41,76,801,5,12925,4195,500,635,78,85,9.9,55,14904,72,3,Indiana,62200,114400,40.0,34,0.0,0.0053995680345572,0.0129589632829373,0.0593952483801295,0.0637149028077753,0.0010799136069114,0.7462203023758099,0.029157667386609,0.0107991360691144,0.0712742980561555,0.1717062634989201,926.0
Wake Forest University,Yes,5661,2392,903,75,88,3499,172,13850,4360,500,1250,95,97,4.3,37,41766,89,2,North Carolina,60700,114800,44.0,13,0.5125834617360041,0.0026964560862865,0.0425012840267077,0.0830765279917822,0.055598356445814,0.005136106831022,0.7131484334874165,0.0213148433487416,0.0134822804314329,0.063045711350796,0.2103235747303544,7788.0
Wartburg College,Yes,1231,1074,345,34,66,1295,105,11600,3610,400,850,66,91,12.4,37,7735,67,12,Iowa,49300,88000,49.0,34,0.5237808549066827,0.0006020469596628,0.012040939193257,0.0481637567730282,0.0252859723058398,0.0006020469596628,0.7766405779650812,0.0216736905478627,0.0174593618302227,0.0975316074653823,0.1083684527393136,1661.0
Washington and Lee University,Yes,3315,1096,425,68,93,1584,3,13750,4619,680,1115,81,96,9.6,45,15736,90,1,Virginia,65900,123200,40.0,18,,,,,,,,,,,,
Washington College,Yes,1209,942,214,31,60,822,46,15276,5318,500,300,79,86,11.2,37,10830,65,14,Maryland,52800,93500,55.0,21,,,,,,,,,,,,
Washington State University,No,6540,5839,2440,31,70,14445,1344,8200,4210,800,2719,84,87,16.9,30,10912,56,5,Washington,55900,103700,50.0,20,0.5134211810639336,0.0058913755839085,0.0521857352018406,0.0312347486578818,0.107264867879802,0.0034860210555671,0.6274837900020916,0.0649445722652164,0.0396709196123544,0.0678379697413372,0.2650073206442166,28686.0
Wayne State College,No,1373,1373,724,6,21,2754,474,2700,2660,540,1660,60,68,20.3,29,4550,52,18,Nebraska,40600,73400,54.0,11,0.5734870317002881,0.0072046109510086,0.0054755043227665,0.0273775216138328,0.0659942363112392,0.0005763688760806,0.7878962536023055,0.015850144092219,0.0844380403458213,0.0051873198847262,0.1224783861671469,3470.0
Webster University,Yes,665,462,226,17,44,1739,1550,9160,4340,500,500,68,68,20.6,14,6951,48,15,Missouri,46500,83500,50.0,2,0.5643151052537421,0.0044725386129166,0.0252251177768501,0.3707436340867076,0.0691156300316059,0.0018486492933388,0.4273361560021468,0.0187250283260778,0.061363229769217,0.021170016101139,0.4901305981274971,16769.0
Wellesley College,Yes,2895,1249,579,80,96,2195,156,18345,5995,500,700,94,98,10.6,51,21409,91,18,Massachusetts,58900,106200,48.0,34,0.9737408523461042,0.0004304778303917,0.2315970727507533,0.055101162290142,0.0882479552303056,0.0,0.4012053379250969,0.0594059405940594,0.0456306500215238,0.118381403357727,0.4347826086956521,2323.0
Wentworth Institute of Technology,Yes,1480,1257,452,6,25,2961,572,9850,6050,850,920,10,68,15.4,8,17858,64,15,Massachusetts,62700,112700,53.0,39,0.1943835015357613,0.0021939447125932,0.0625274243089074,0.0465116279069767,0.0340061430451952,0.0,0.6125493637560333,0.054190434401053,0.127906976744186,0.0601140851250548,0.1994295743747257,4558.0
Wesley College,Yes,980,807,350,10,25,872,448,9890,4674,500,1350,52,57,14.4,15,6243,84,4,Delaware,45400,77300,50.0,2,,,,,,,,,,,,
Wesleyan University,Yes,4772,1973,712,60,86,2714,27,19130,5600,1400,1400,90,94,12.1,39,16262,92,3,Connecticut,61600,117000,53.0,21,,,,,,,,,,,,
West Virginia Wesleyan College,Yes,1566,1400,483,28,55,1509,170,14200,3775,450,1100,58,81,16.4,42,8080,67,5,West Virginia,47000,85200,53.0,21,0.5605559232296492,0.0033090668431502,0.0019854401058901,0.0807412309728656,0.0178689609530112,0.0019854401058901,0.7974851091992058,0.0284579748510919,0.0205162144275314,0.0476505625413633,0.1343481138318994,1511.0
Western Carolina University,No,3224,2519,1057,11,31,5000,706,6390,2380,110,1622,67,78,14.6,9,6554,55,25,North Carolina,44700,77700,58.0,8,0.5630899633981892,0.0083798882681564,0.012906954344057,0.0644384511654787,0.0477749951839722,0.0011558466576767,0.798208437680601,0.0308225775380466,0.0094394143710267,0.0268734347909843,0.1654787131573878,10382.0
Western Michigan University,No,9167,7191,2738,24,53,15739,4278,6940,4100,500,1700,80,84,24.7,11,5983,55,11,Michigan,50900,92200,47.0,16,0.5107468428535585,0.0044325499707284,0.0162248055532324,0.110144685121686,0.0467090407292799,0.0011708622564188,0.7043154637450866,0.0291042903738395,0.0103704942711382,0.0775278079785899,0.2077862340051852,23914.0
Western Washington University,No,5548,3563,1549,30,71,8909,506,8124,4144,639,2385,83,89,22.7,10,7203,61,9,Washington,55000,99300,45.0,16,0.5556440903054449,0.0043160690571049,0.0644754316069057,0.0148738379814077,0.0727091633466135,0.0018592297476759,0.7436918990703851,0.0772908366533864,0.0103585657370517,0.0104249667994687,0.2355245683930943,15060.0
Whitman College,Yes,1861,998,359,45,77,1220,46,16670,4900,750,800,80,83,10.5,51,13198,72,7,Washington,54600,102600,53.0,33,0.5627503337783711,0.0033377837116154,0.0534045393858478,0.0093457943925233,0.0781041388518024,0.0,0.7276368491321762,0.0567423230974632,0.0327102803738317,0.0387182910547396,0.2009345794392523,1498.0
Widener University,Yes,2139,1492,502,24,64,2186,2171,12350,5370,500,1350,88,86,12.6,19,9603,63,21,Pennsylvania,55700,100100,57.0,13,0.615228013029316,0.0034609120521172,0.0352198697068403,0.1488192182410423,0.0468241042345276,0.0012214983713355,0.6687703583061889,0.0238192182410423,0.0299267100977198,0.0419381107491856,0.2593648208469055,4912.0
Willamette University,Yes,1658,1327,395,49,80,1595,159,14800,4620,400,790,91,94,13.3,37,10779,68,6,Oregon,52200,97700,49.0,14,0.5381294964028777,0.0118705035971223,0.0679856115107913,0.0190647482014388,0.0971223021582733,0.0032374100719424,0.5848920863309353,0.0712230215827338,0.0449640287769784,0.0996402877697841,0.2705035971223021,2780.0
William Jewell College,Yes,663,547,315,32,67,1279,75,10060,2970,500,2600,74,80,11.2,19,7885,59,6,Missouri,51400,94500,60.0,12,0.6,0.0037735849056603,0.0094339622641509,0.0556603773584905,0.0339622641509433,0.0018867924528301,0.7716981132075472,0.0566037735849056,0.0235849056603773,0.0433962264150943,0.1613207547169811,1060.0
Williams College,Yes,4186,1245,526,81,96,1988,29,19629,5790,500,1200,94,99,9.0,64,22014,99,5,Massachusetts,67500,127500,47.0,32,0.5084666039510819,0.0014111006585136,0.1048918156161806,0.0691439322671683,0.1142991533396048,0.0,0.5517403574788335,0.0686735653809971,0.0,0.0898400752587017,0.3584195672624647,2126.0
Winona State University,No,3325,2047,1301,20,45,5800,872,4200,2700,300,1200,53,60,20.2,18,5318,58,16,Minnesota,49700,86800,51.0,10,0.6254030400736987,0.0010363887609396,0.0185398433901427,0.0229157070474435,0.0239520958083832,0.0005757715338553,0.8637724550898204,0.0202671579917088,0.0156609857208659,0.0332795946568401,0.0872869645324735,8684.0
Winthrop University,No,2320,1805,769,24,61,3395,670,6400,3392,580,2150,71,80,12.8,26,6729,59,11,South Carolina,44300,79700,49.0,9,0.6869189907038512,0.0038180610889774,0.0117861885790172,0.2739043824701195,0.0360225763612217,0.0011620185922974,0.6122177954847278,0.024402390438247,0.0033200531208499,0.0333665338645418,0.3510956175298805,6024.0
Wisconsin Lutheran College,Yes,152,128,75,17,41,282,22,9100,3700,500,1400,48,48,8.5,26,8960,50,20,Wisconsin,46200,82500,45.0,10,0.55470737913486,0.0059372349448685,0.0110262934690415,0.0534351145038167,0.0474978795589482,0.0008481764206955,0.8261238337574215,0.0220525869380831,0.0144189991518235,0.0186598812553011,0.1407972858354537,1179.0
Wittenberg University,Yes,1979,1739,575,42,68,1980,144,15948,4404,400,800,82,95,12.8,29,10414,78,3,Ohio,52400,105400,61.0,22,0.5692464358452138,0.0015274949083503,0.0122199592668024,0.0646639511201629,0.0315682281059063,0.0005091649694501,0.8024439918533605,0.0483706720977596,0.0147657841140529,0.0239307535641547,0.1588594704684317,1964.0
Wofford College,Yes,1501,935,273,51,83,1059,34,12680,4150,605,1440,91,92,15.3,42,7875,75,4,South Carolina,51300,96600,51.0,28,0.5138721351025332,0.0018094089264173,0.0283474065138721,0.0753920386007237,0.0325693606755126,0.0018094089264173,0.7997587454764777,0.0319662243667068,0.0048250904704463,0.0235223160434258,0.1718938480096501,1658.0
Worcester Polytechnic Institute,Yes,2768,2314,682,49,86,2802,86,15884,5370,530,730,92,94,15.2,34,10774,82,3,Massachusetts,73600,135500,47.0,86,0.311706629055007,0.0007835762419683,0.0460742830277386,0.0203729822911769,0.0617458078671054,0.0,0.5555555555555556,0.0263281617301363,0.077574047954866,0.2115655853314527,0.1553048111581257,6381.0
Xavier University,Yes,1959,1805,695,24,47,2849,1107,11520,4960,600,1250,73,75,13.3,31,9189,83,16,Ohio,51800,94000,46.0,7,,,,,,,,,,,,
Xavier University of Louisiana,Yes,2097,1915,695,34,61,2793,166,6900,4200,617,781,67,75,14.4,20,8323,49,11,Louisiana,46700,88200,63.0,35,0.7254704301075269,0.0013440860215053,0.1290322580645161,0.7016129032258065,0.0258736559139784,0.0,0.0709005376344086,0.0262096774193548,0.012768817204301,0.032258064516129,0.8840725806451613,2976.0
Yale University,Yes,10705,2453,1317,95,99,5217,83,19840,6510,630,2115,96,96,5.8,49,40386,99,1,Connecticut,70300,138300,53.0,22,0.4897049286640726,0.0039721141374837,0.1281614785992217,0.0547178988326848,0.0761186770428015,0.0004053177691309,0.4787613488975357,0.0443417639429312,0.0195363164721141,0.1939850843060959,0.3077172503242542,12336.0
